event_name,group_name,attendees,category,venue_event_link,event_street,Google_Map_Link,event_lat,event_lng,address,city_id
Meet and Greet Your Small Business Partners at Central Jersey Network,Central Jersey Network,1,Career & Business,https://www.meetup.com/Central-Jersey-Network/events/275909246,1050 Stelton Rd. ,https://www.google.com/maps/search/api=1&query=40.549721%2C-74.431000,40.5309729,-74.41968309999999,"1050 Stelton Rd.  Piscataway, NJ",69
LeTip of Central Jersey - Business Network Meeting,LeTip of Central Jersey,1,Career & Business,https://www.meetup.com/meetup-group-fqvNeEVB/events/275863228,1045 Easton Ave,https://www.google.com/maps/search/api=1&query=40.514767%2C-74.487801,40.5148756,-74.4871385,"1045 Easton Ave Somerset, NJ",80
Networking Breakfast For Business Owners ,Middlesex County Professional Networking Group,6,Career & Business,https://www.meetup.com/middlesex-county-professional-networking-group/events/275866354,101 US-1,https://www.google.com/maps/search/api=1&query=The+Edison+Diner%2C+101+US-1%2C+Edison%2C+NJ%2C+08817%2C+us&query_place_id=ChIJ9-oN_g-msYkRzupAjBswT0E,40.5382375,-74.39451729999998,"101 US-1 Edison, NJ",21
A-List Realty Presents Snack & Chat,NJ Minority Business Professional Networking Meetup,1,Career & Business,https://www.meetup.com/NJ-Minority-Business-Professional-Networking-Meetup/events/275889326,44 Stelton Rd #215,https://www.google.com/maps/search/api=1&query=A-List+Realty%2C+44+Stelton+Rd+%23215%2C+Piscataway%2C+NJ%2C+08854%2C+us&query_place_id=ChIJt68BUPe4w4kRKN4XW5RXVhU,40.5735501,-74.4574255,"44 Stelton Rd #215 Piscataway, NJ",69
Morningstars Networking and Referral Meeting,Morningstars Professional Network,1,Career & Business,https://www.meetup.com/meetup-group-evwarJjJ/events/275884233,1045 Easton Ave,https://www.google.com/maps/search/api=1&query=40.514904%2C-74.487045,40.5148756,-74.4871385,"1045 Easton Ave Somerset, NJ",80
Two for Tuesday,CoWorking In Jersey,0,Career & Business,https://www.meetup.com/thecoworkingspace/events/275864671,Second Floor,https://www.google.com/maps/search/api=1&query=Second+Floor%2C+Woodbridge%2C+NJ%2C+us,40.5576045,-74.2845911,"Second Floor Woodbridge, NJ",95
Relationship Boot Camp,"Relationship Boot Camp in Ridgewood, NJ",10,Health & Wellness,https://www.meetup.com/relationship-boot-camp-support-group-in-ridgewood-nj/events/275056117,14 Hope Street,https://www.google.com/maps/search/api=1&query=40.977993%2C-74.112340,40.978047,-74.11216,"14 Hope Street Ridgewood, NJ",73
Safe Place Suicide Survivor Support Group,Support Group for Survivors of Suicide Loss,2,Health & Wellness,https://www.meetup.com/Twice-Monthly-Support-Meeting-for-Survivors-of-Suicide-Loss/events/275856248,120 West 69th Street ,https://www.google.com/maps/search/api=1&query=120+West+69th+Street+%2C+New+York%2C+NY%2C+10023%2C+us,40.775669,-73.98069699999998,"120 West 69th Street  New York, NY",140
Experience Pranic Healing and Meditation on Twin Hearts,Meditation on Twin Hearts,1,Health & Wellness,https://www.meetup.com/meetup-group-ZVKtzOVt/events/275898302,"420 Valley Brook Avenue, Lyndhurst 07071",https://www.google.com/maps/search/api=1&query=420+Valley+Brook+Avenue%2C+Lyndhurst+07071%2C+Lyndhurst%2C+NJ%2C+us,40.8094,-74.1245,"420 Valley Brook Avenue, Lyndhurst 07071 Lyndhurst, NJ",41
"thelovemaze.com Singles Walk In Neighborhood Parks, COVID Stress-Relief",The LoveMaze Date Nights,1,Health & Wellness,https://www.meetup.com/LoveMaze/events/275894183,Morningside Dr,https://www.google.com/maps/search/api=1&query=40.806072%2C-73.958540,42.719382,-73.936503,"Morningside Dr New York, NY",140
Meditation of the Light of the Most High,Meditation of the Light of the Most High,1,Health & Wellness,https://www.meetup.com/meditation-379/events/275855391,177 East 87th St  204,https://www.google.com/maps/search/api=1&query=40.779800%2C-73.953827,40.6479086,-73.91843709999998,"177 East 87th St  204 New York, NY",140
Photography thru The Met,Michael Downey Photography,1,Photography,https://www.meetup.com/MAD-Photo-Excursions/events/275653524,1000 5th Avenue,https://www.google.com/maps/search/api=1&query=40.782570%2C-73.965470,40.7127281,-74.0060152,"1000 5th Avenue New York, NY",140
Bronx Toastmasters meeting in Riverdale! www.bronxtoastmastersclub.org,Bronx Toastmasters Club of Riverdale Meetup,3,Writing,https://www.meetup.com/Bronx-Toastmasters-Club-of-Riverdale-Meetup/events/274795587,5521 Mosholu Avenue ,https://www.google.com/maps/search/api=1&query=40.903484%2C-73.903860,40.90056,-73.90639,"5521 Mosholu Avenue  Riverdale, Bronx, NY",151
NYC Shut Up & Write Meetup! - Columbus Circle,Shut Up & Write! NYC,1,Writing,https://www.meetup.com/shutupandwriteNYC/events/275897875,61 W 62nd St,https://www.google.com/maps/search/api=1&query=David+Rubenstein+Atrium+at+Lincoln+Center%2C+61+W+62nd+St%2C+New+York%2C+NY%2C+10023%2C+us&query_place_id=ChIJDyq28vVYwokRuzPLGeJGAC0,40.7127281,-74.0060152,"61 W 62nd St New York, NY",140
   Fort Tryon,The 4th Ave Brooklyn Russian Language Meetup Group,8,Language & Culture,https://www.meetup.com/Russian-Brooklyn/events/275753024,805 Ft. Washington Ave Margaret Corbin Circle,https://www.google.com/maps/search/api=1&query=805+Ft.+Washington+Ave%2C+New+York%2C+NY%2C+10040%2C+us,40.86294,-73.932739,"805 Ft. Washington Ave Margaret Corbin Circle New York, NY",140
Retail Therapy | Shop Men's Staples with a Stylist!,NYC Retail Therapy Sessions,2,Language & Culture,https://www.meetup.com/le-look-parfait-retail-therapy-club/events/275894997,867 Madison Ave,https://www.google.com/maps/search/api=1&query=40.771515%2C-73.965363,43.0786935,-75.7509974,"867 Madison Ave New York, NY",140
Reading and Writing and Speaking Class,Bengali Reading/Writing Class Meetup,2,Language & Culture,https://www.meetup.com/Bengali-Reading-Writing-Meetup/events/275853263,E 71st St,https://www.google.com/maps/search/api=1&query=40.768692%2C-73.960213,40.6223211,-73.9102005,"E 71st St New York, NY",140
Beginning Bengali Class,New York Bengali Beginner Class Meetup,1,Language & Culture,https://www.meetup.com/New-York-Bengali-Beginner-Class-Meetup/events/275853265,Subway is 69th St. on the 6,https://www.google.com/maps/search/api=1&query=40.765633%2C-73.957916,40.77427,-73.96981,"Subway is 69th St. on the 6 Manhattan, New York, NY",134
Language Exchange Party!,NYC Language Exchange Friends,7,Language & Culture,https://www.meetup.com/NYC-Language-Exchange-Meetup/events/275715964,247 W 37th St,https://www.google.com/maps/search/api=1&query=40.754047%2C-73.991440,40.753521,-73.990215,"247 W 37th St New York, NY",140
English Conversation Class for Advanced Learners,New York Language and Culture Exchange,1,Language & Culture,https://www.meetup.com/New-York-Language-and-Culture-Exchange/events/275918237,422 W 57th St (entrance to the right of Trinity Church),https://www.google.com/maps/search/api=1&query=40.768154%2C-73.986938,40.7681633,-73.9869246,"422 W 57th St (entrance to the right of Trinity Church) New York, NY",140
Brunch @Blvd Bistro,KINGZ,5,LGBTQ,https://www.meetup.com/KINGZ-A-Black-Gay-Collective/events/275806244,2149 Frederick Douglass Blvd,https://www.google.com/maps/search/api=1&query=2149+Frederick+Douglass+Blvd%2C+New+York+%2C+NY%2C+10026%2C+us,40.80429829999999,-73.9556901,"2149 Frederick Douglass Blvd New York , NY",141
"Book to be discussed: ""The White Guard"" by Mikhail Bulgakov",The Third Monday Gay Men's Book Club,6,LGBTQ,https://www.meetup.com/The-Third-Monday-Gay-Guys-Book-Club/events/275709827,939 Lexington Avenue (between E. 68th & E. 69th Streets),https://www.google.com/maps/search/api=1&query=40.767810%2C-73.962010,40.764918,-73.955159,"939 Lexington Avenue (between E. 68th & E. 69th Streets) New York, NY",140
BYOB PAINT NIGHT ,Art Parties and Art Therapy,1,Arts,https://www.meetup.com/fairview-art-therapy-meetup-group/events/275774394,394 Walker St,https://www.google.com/maps/search/api=1&query=40.817436%2C-73.996670,39.3742152,-75.1033108,"394 Walker St Fairview, NJ",25
Sip and Paint Valentines Day Pet Portrait Fun Party at Barking Dog,New York Pets and Fun Paint Party Meetup,1,Arts,https://www.meetup.com/New-York-Pets-Fun-Paint-Party-Meetup/events/275688279,1678 3rd Ave,https://www.google.com/maps/search/api=1&query=Barking+Dog%2C+1678+3rd+Ave%2C+New+York%2C+NY%2C+10128%2C+us&query_place_id=ChIJfWR-y6VYwokRWrgtJnJvfYU,40.7127281,-74.0060152,"1678 3rd Ave New York, NY",140
Creating Art,The New York City Crochet/Knitting Meetup Group,3,Hobbies & Crafts,https://www.meetup.com/crochet-471/events/275865143,158 E 115th St,https://www.google.com/maps/search/api=1&query=East+Harlem+Neighborhood+Health+Action+Center%2C+158+E+115th+St%2C+New+York%2C+NY%2C+10029%2C+us&query_place_id=ChIJcdWICQb2wokR5p1lcQLBd9I,40.79776500000001,-73.94195500000002,"158 E 115th St New York, NY",140
An after Snow Tubing Hike,NJ Social Group,13,Outdoors & Adventure,https://www.meetup.com/nj-social-group/events/275909536,Cheesequake State Park,https://www.google.com/maps/search/api=1&query=40.440700%2C-74.270600,40.417412,-74.247793,"Cheesequake State Park Matawan, NJ",44
Middlesex Madness Hike!,Metrotrails,29,Outdoors & Adventure,https://www.meetup.com/Metrotrails/events/275224523,51 US Hwy 1,https://www.google.com/maps/search/api=1&query=On+The+Border+Mexican+Grill+%26+Cantina%2C+51+US+Hwy+1%2C+New+Brunswick%2C+NJ%2C+08901%2C+us&query_place_id=ChIJaYKJd1_Gw4kR99wsZMwWdtg,40.483916,-74.41745,"51 US Hwy 1 New Brunswick, NJ",55
"""Men Only""  Yoga for better sex- 10 positions",Trail Shrinks,3,Outdoors & Adventure,https://www.meetup.com/trailshrinks/events/275798859,Main St,https://www.google.com/maps/search/api=1&query=40.532860%2C-74.358910,40.5159738,-74.3550825,"Main St Edison, NJ",21
TCRC Club Meeting,TCRC Flying and FPV Flying / Racing,3,Tech,https://www.meetup.com/TCRC-FPV-Flying-Racing/events/275921144,47 Monmouth Rd,https://www.google.com/maps/search/api=1&query=47+Monmouth+Rd%2C+Monroe+Township%2C+NJ%2C+us,41.005036,-74.66113299999998,"47 Monmouth Rd Monroe Township, NJ",51
WALK THE GREENWAY ,Metuchen Walking Meetup,8,Food & Drink,https://www.meetup.com/Metuchen-Walking-Meetup/events/275581128,Pierson Ave,https://www.google.com/maps/search/api=1&query=40.534199%2C-74.348579,40.5254086,-74.3500069,"Pierson Ave Edison, NJ",21
World's End,Central Jersey Dungeons & Dragons,3,Sci-Fi & Games,https://www.meetup.com/CNJDND/events/275774565,Contact Scott,https://www.google.com/maps/search/api=1&query=40.547092%2C-74.334732,40.526662,-74.3528,"Contact Scott Edison , NJ",22
Class: Introduction to Psychic Development ,Dimensions of Spirit Meetups,2,Beliefs,https://www.meetup.com/Dimensions-of-Spirit-Meetups/events/275450491,"169 Main Street, Ste 105",https://www.google.com/maps/search/api=1&query=40.413230%2C-74.230430,40.413324,-74.230562,"169 Main Street, Ste 105 Matawan, NJ",44
Piscataway on Wednesday Evening,Zen Meditation--Tuesday Evening Virtual Sitting,1,Beliefs,https://www.meetup.com/kangetsu-809/events/275897751,54 Joyce Kilmer Avenue,https://www.google.com/maps/search/api=1&query=54+Joyce+Kilmer+Avenue%2C+Piscataway%2C+NJ%2C+us,40.52437800000001,-74.435913,"54 Joyce Kilmer Avenue Piscataway, NJ",69
The Piscataway Meetup at Lucy Stone Hall,Zen Meditation--Virtual Sitting on Zoom,1,Beliefs,https://www.meetup.com/zen-4/events/275896877,54 Joyce Kilmer Avenue,https://www.google.com/maps/search/api=1&query=54+Joyce+Kilmer+Avenue%2C+Piscataway%2C+NJ%2C+us,40.52437800000001,-74.435913,"54 Joyce Kilmer Avenue Piscataway, NJ",69
All are welcome to join us OR email: breakthrough99@msn.com,Your BREAKTHROUGH is right around the corner!,0,Beliefs,https://www.meetup.com/New-Church-in-the-neighborhood/events/275829305,95 Cambridge Drive,https://www.google.com/maps/search/api=1&query=95+Cambridge+Drive%2C+Aberdeern%2C+NJ%2C+us,39.81316500000001,-75.166758,"95 Cambridge Drive Aberdeern, NJ",6
John A. Phillips  [MaskRequired],NJ Walk n' Talk (FKA Exit-9),11,Social,https://www.meetup.com/njwalkntalk/events/275771245,Maple St,https://www.google.com/maps/search/api=1&query=40.382328%2C-74.349820,40.7129303,-74.0599078,"Maple St Old Bridge, NJ",61
Sip.Create.SingYourHeartOut,Sip & Socialize,27,Social,https://www.meetup.com/SIP-SHOP-AND-SOCIALIZE/events/264868497,275 E Grand Ave,https://www.google.com/maps/search/api=1&query=40.608810%2C-74.267690,40.6061435,-74.27650990000002,"275 E Grand Ave Rahway, NJ",72
Watchung reservation Historic village walk,Trail Shrinks,40,Outdoors & Adventure,https://www.meetup.com/trailshrinks/events/275793087,New Providence Road,https://www.google.com/maps/search/api=1&query=40.675438%2C-74.363270,40.67198610000001,-74.3579491,"New Providence Road Mountainside, NJ",54
A Hiker's Dozen,Staten Island Hiking Meetup,9,Outdoors & Adventure,https://www.meetup.com/Staten-Island-Hiking-Meetup/events/275849241,1 Eton Pl,https://www.google.com/maps/search/api=1&query=1+Eton+Pl%2C+Staten+Island%2C+NY%2C+10314%2C+us,40.604144,-74.159962,"1 Eton Pl Staten Island, NY",161
Watchung Reservation 7+ miles,"Hiking, Biking, Camping & Music",25,Outdoors & Adventure,https://www.meetup.com/Hiking-Biking-Camping-Music/events/273373811,452 New Providence Rd,https://www.google.com/maps/search/api=1&query=40.682884%2C-74.372770,40.682658,-74.371567,"452 New Providence Rd Mountainside, NJ",54
"Newark Community Cycling Group Ride. This is a non-drop ride, discover NEWARK ",Outdoor Adventure Sports,1,Outdoors & Adventure,https://www.meetup.com/outdooradventuresports/events/275895919,14 Rector Street,https://www.google.com/maps/search/api=1&query=14+Rector+Street%2C+Newark%2C+nj%2C+07102%2C+us,40.740752,-74.168407,"14 Rector Street Newark, NJ",56
Incredible New Features in Photoshop  and Amazing New Apps from Markzware,Adobe InDesign User Group of New Jersey,10,Tech,https://www.meetup.com/Adobe-INDUG-InDesign-User-Group/events/275732091,1000 Morris Ave,https://www.google.com/maps/search/api=1&query=40.678790%2C-74.232350,40.6839649,-74.2380355,"1000 Morris Ave Union, NJ",88
Simply Meditate for one hour   Everyone Welcome!,Meditation in Maplewood and Millburn,1,Health & Wellness,https://www.meetup.com/Dharmachakra-Buddhist-Center/events/275830466,2933 Vauxhall Road,https://www.google.com/maps/search/api=1&query=2933+Vauxhall+Road%2C+Vauxhall%2C+NJ%2C+07088%2C+us,40.73149,-74.28293000000002,"2933 Vauxhall Road Vauxhall, NJ",89
KISSS,Keeping It Simple self improvement Group,1,Health & Wellness,https://www.meetup.com/East-Orange-Learning-Meetup/events/275896717,55 Parsonage Rd,https://www.google.com/maps/search/api=1&query=Barnes+%26+Noble%2C+55+Parsonage+Rd%2C+Edison%2C+NJ%2C+08837%2C+us&query_place_id=ChIJu3iolGq2w4kR6wetWrGJ-nY,40.5454926,-74.3315407,"55 Parsonage Rd Edison, NJ",21
Wednesday Weekly Conversation and Coffee in Edison,New Jersey Divorce Support Group,1,Health & Wellness,https://www.meetup.com/NJdivorcesupport/events/275896761,1551 US Highway 1 South,https://www.google.com/maps/search/api=1&query=40.545746%2C-74.330841,40.5382375,-74.39451729999998,"1551 US Highway 1 South edison, NJ",96
WALK THE GREENWAY ,Metuchen Walking Meetup,8,Food & Drink,https://www.meetup.com/Metuchen-Walking-Meetup/events/275581128,Pierson Ave,https://www.google.com/maps/search/api=1&query=40.534199%2C-74.348579,40.5254086,-74.3500069,"Pierson Ave Edison, NJ",21
LGBT Women ,Come Out & Talk LGBT Females Forty & Up,2,LGBTQ,https://www.meetup.com/Come-Out-Talk-LGBT-Females-Forty-Up/events/275919245,600 Ridgewood Rd,https://www.google.com/maps/search/api=1&query=600+Ridgewood+Rd%2C+Maplewood%2C+NJ%2C+07040%2C+us,40.730753,-74.2826,"600 Ridgewood Rd Maplewood, NJ",43
Pride Bowling Night,Staten Island LGBTQ Pride Bowling Meetup,1,LGBTQ,https://www.meetup.com/Staten-Island-LGBTQ-Pride-Bowling-Meetup/events/275337667,1600 Hylan Boulevard,https://www.google.com/maps/search/api=1&query=1600+Hylan+Boulevard%2C+Staten+Island%2C+NY%2C+us,40.589605,-74.089378,"1600 Hylan Boulevard Staten Island, NY",161
Tomb of Annihilation! Homebrew,Maplewood hobby organized play,2,Sci-Fi & Games,https://www.meetup.com/Maplewood-hobby-ORGANIZED-play/events/275134726,1970 Springfield Ave,https://www.google.com/maps/search/api=1&query=40.720135%2C-74.274269,40.7201821,-74.27485329999998,"1970 Springfield Ave Maplewood, NJ",43
World's End,Central Jersey Dungeons & Dragons,3,Sci-Fi & Games,https://www.meetup.com/CNJDND/events/275774565,Contact Scott,https://www.google.com/maps/search/api=1&query=40.547092%2C-74.334732,40.526662,-74.3528,"Contact Scott Edison , NJ",22
Sunday Magic Draft!,Maplewood Magic,1,Sci-Fi & Games,https://www.meetup.com/Maplewood-Magic-The-Gathering-Meetup/events/275836086,1970 Springfield Ave,https://www.google.com/maps/search/api=1&query=1970+Springfield+Ave%2C+Maplewood%2C+NJ%2C+07040%2C+us,40.7201821,-74.27485329999998,"1970 Springfield Ave Maplewood, NJ",43
Free Live Poker Tuesday - The Station Bar & Grill - Free Prizes & More!,WorldFreePoker.com,1,Sci-Fi & Games,https://www.meetup.com/worldfreepoker/events/275875693,99 Center St Ste A,https://www.google.com/maps/search/api=1&query=99+Center+St+Ste+A%2C+Garwood%2C+NJ%2C+07027%2C+us,40.651598,-74.324793,"99 Center St Ste A Garwood, NJ",27
Crossroads Christian Fellowship Super Bowl Mens Breakfast.,Central Jersey Christian Singles Social Meetup,2,Beliefs,https://www.meetup.com/Central-Jersey-Christian-social-Meetup/events/275837361,2815 Morris Ave,https://www.google.com/maps/search/api=1&query=40.707382%2C-74.299210,40.6839649,-74.2380355,"2815 Morris Ave Union, NJ",88
Rockin' Knitters -  Virtual meetings until further notice,Rockin' Knitters  Meetup Group,4,Hobbies & Crafts,https://www.meetup.com/Rockinknitters-Meetup-Group/events/275229623,1023 Stuyvesant Ave,https://www.google.com/maps/search/api=1&query=40.696686%2C-74.268845,40.6962983,-74.27050759999999,"1023 Stuyvesant Ave Union, NJ",88
Sip.Create.SingYourHeartOut,Sip & Socialize,27,Social,https://www.meetup.com/SIP-SHOP-AND-SOCIALIZE/events/264868497,275 E Grand Ave,https://www.google.com/maps/search/api=1&query=40.608810%2C-74.267690,40.6061435,-74.27650990000002,"275 E Grand Ave Rahway, NJ",72
West Orange Breastfeeding Support Group,West Orange New Moms Meetup,1,Family,https://www.meetup.com/West-Orange-New-Moms-Meetup/events/275886460,253 Main St,https://www.google.com/maps/search/api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"253 Main St West Orange, NJ",93
Sunday Morning Prenatal Yoga,West Orange Pregnancy Meetup,1,Family,https://www.meetup.com/West-Orange-Pregnancy-Meetup/events/275824180,253 Main St,https://www.google.com/maps/search/api=1&query=Whole+Mother+Village%2C+253+Main+St%2C+West+Orange%2C+NJ%2C+07052%2C+us&query_place_id=ChIJyRTwoY-rw4kRmMcDHSlT4_8,40.7987113,-74.2390353,"253 Main St West Orange, NJ",93
My Gym Little Bundles Classes,JCFamilies,1,Family,https://www.meetup.com/JCFamilies/events/275886037,252 9th St,https://www.google.com/maps/search/api=1&query=My+Gym+Jersey+City%2C+252+9th+St%2C+Jersey+City%2C+NJ%2C+07302%2C+us&query_place_id=ChIJ4zCr0U1XwokRIuPy2hdo2Yo,40.728409,-74.04449100000002,"252 9th St Jersey City, NJ",37
Singalong and Story Time for Kids,Family fun in Brooklyn,2,Family,https://www.meetup.com/Family-fun-in-Brooklyn/events/275873427,695 5th Ave,https://www.google.com/maps/search/api=1&query=40.661053%2C-73.993462,40.6501038,-73.9495823,"695 5th Ave Brooklyn, NY",109
Central Park Speakers (IN PERSON) - Public Speaking Practice ,Central Park Speakers (in person),4,Learning,https://www.meetup.com/Central-Park-Speakers-IN-PERSON/events/275874023,10 Columbus Cir,https://www.google.com/maps/search/api=1&query=The+Shops+at+Columbus+Circle%2C+10+Columbus+Cir%2C+New+York%2C+NY%2C+10019%2C+us&query_place_id=ChIJp3PsL_ZYwokRdBcE-3KTjrg,40.76768,-73.982152,"10 Columbus Cir New York, NY",140
Jolly January,Humorous Toastmasters,3,Learning,https://www.meetup.com/Toastmasters-New-York/events/275917096,Online,https://www.google.com/maps/search/api=1&query=Online%2C+New+York%2C+ny%2C+10001%2C+us,40.6988321,-73.9946772,"Online New York, NY",140
Private Hands on  Ultrasound Training in Regional Anesthesia & Pain Mgt.,Ultrasound Guided Interventional Pain & Regional Anesthesia,1,Learning,https://www.meetup.com/ultrasound-guided-interventional-pain-regional-anesthesia/events/275896163,675 3rd Ave,https://www.google.com/maps/search/api=1&query=Meet+in+Place+Midtown%2C+675+3rd+Ave%2C+New+York%2C+NY%2C+10017%2C+us&query_place_id=ChIJaerUsvlZwokRchP3UwiPvAA,40.7127281,-74.0060152,"675 3rd Ave New York, NY",140
ZOOM EVENT: HOW DOES SOCIAL CONTRACT THEORY GUIDE US,Cafe Philo New York,2,Learning,https://www.meetup.com/New-York-Cafe-Philo/events/275901201,10 South William St,https://www.google.com/maps/search/api=1&query=40.704727%2C-74.010640,40.704804,-74.01039399999998,"10 South William St New York, NY",140
Photography thru The Museum of Modern Art,Michael Downey Photography,3,Photography,https://www.meetup.com/MAD-Photo-Excursions/events/275653633,11 W 53rd St,https://www.google.com/maps/search/api=1&query=40.761433%2C-73.977620,40.7127281,-74.0060152,"11 W 53rd St New York, NY",140
"Studio & Lighting: Feb 24 - Mar 10, Wednesdays 6:00 PM-9:15 PM. In person.",PhotoManhattan - Photography classes NYC & Free Exhibits,1,Photography,https://www.meetup.com/photography-classes-nyc/events/274851102,51 W 14th St #3r,https://www.google.com/maps/search/api=1&query=40.737290%2C-73.995834,42.7245634,-73.7009225,"51 W 14th St #3r New York, NY",140
Wine and Chocolate at Le Prive,Wine and Chocolate,12,Food & Drink,https://www.meetup.com/meetup-group-fnuzmite/events/275581098,626 10th Ave,https://www.google.com/maps/search/api=1&query=40.761124%2C-73.994040,40.7127281,-74.0060152,"626 10th Ave New York, NY",140
Lets meet some wolves ,A little bit of this and a little of that,25,Food & Drink,https://www.meetup.com/A-little-bit-of-this-and-a-little-of-that/events/275427276,89 Mount Pleasant Road,https://www.google.com/maps/search/api=1&query=89+Mount+Pleasant+Road%2C+Columbia%2C+NJ%2C+07832%2C+us,39.6378952,-74.6987704,"89 Mount Pleasant Road Columbia, NJ",19
New Year Wine & Design Wine glass painting),New Jersey Foodies & Drinkies,6,Food & Drink,https://www.meetup.com/New-Jersey-Foodies-Drinkies/events/275313732,151 Front St,https://www.google.com/maps/search/api=1&query=40.790756%2C-74.058950,40.790722,-74.058921,"151 Front St Secaucus, NJ",78
Sunday Brunch,Weekend Brunch Meetup,22,Food & Drink,https://www.meetup.com/Weekend-Brunch-Meetup/events/273634431,105th and Broadway ,https://www.google.com/maps/search/api=1&query=105th+and+Broadway+%2C+New+York%2C+NY%2C+us,40.815545,-73.956918,"105th and Broadway  New York, NY",140
Vegan Trifecta in Greenpoint,NYC Vegans,101,Food & Drink,https://www.meetup.com/nycvegans/events/269358168,620 Manhattan Ave,https://www.google.com/maps/search/api=1&query=40.723590%2C-73.950500,40.6979098,-73.9991942,"620 Manhattan Ave Brooklyn, NY",109
Learn to Make Mochi,Culinary Enthusiasts of NYC,1,Food & Drink,https://www.meetup.com/Culinary-Enthusiasts-of-NYC/events/275831778,116 E 7th Street,https://www.google.com/maps/search/api=1&query=40.726299%2C-73.984497,40.726315,-73.984697,"116 E 7th Street New York, NY",140
Tequilla & Mezcal Tasting (Heated Outdoor Patio),Wine Events and Other Socials,12,Food & Drink,https://www.meetup.com/Affordable-Wine-Tastings-and-Social-for-Beginners/events/275908852,75A 5th Ave,https://www.google.com/maps/search/api=1&query=40.680400%2C-73.977554,40.6787276,-73.9787312,"75A 5th Ave Brooklyn, NY",109
Black Lotus Project: A Virtual Gathering of Black Bisexual+ Men,NYC Tri-State Area Bisexual+ SGL Queer & Questioning Meetup,6,LGBTQ,https://www.meetup.com/bisexual-nyc/events/275652731,Virtual Online Meeting,https://www.google.com/maps/search/api=1&query=Virtual+Online+Meeting%2C+New+York%2C+ny%2C+10001%2C+us,42.81143,-76.879806,"Virtual Online Meeting New York, NY",140
"Book to be discussed:  ""Swimming in the Dark"" by Tomasz Jedrowski",NYC Gay Guys' Book Club,16,LGBTQ,https://www.meetup.com/NYC-Gay-Guys-Book-Club/events/268036229,425 Avenue of the Americas (Sixth Avenue and 10th Street,https://www.google.com/maps/search/api=1&query=40.734240%2C-73.999084,40.77427,-73.96981,"425 Avenue of the Americas (Sixth Avenue and 10th Street Manhattan, NY",133
Brunch @Blvd Bistro,KINGZ,5,LGBTQ,https://www.meetup.com/KINGZ-A-Black-Gay-Collective/events/275806244,2149 Frederick Douglass Blvd,https://www.google.com/maps/search/api=1&query=2149+Frederick+Douglass+Blvd%2C+New+York+%2C+NY%2C+10026%2C+us,40.80429829999999,-73.9556901,"2149 Frederick Douglass Blvd New York , NY",141
"Book to be discussed: ""The White Guard"" by Mikhail Bulgakov",The Third Monday Gay Men's Book Club,6,LGBTQ,https://www.meetup.com/The-Third-Monday-Gay-Guys-Book-Club/events/275709827,939 Lexington Avenue (between E. 68th & E. 69th Streets),https://www.google.com/maps/search/api=1&query=40.767810%2C-73.962010,40.764918,-73.955159,"939 Lexington Avenue (between E. 68th & E. 69th Streets) New York, NY",140
LGBT Women ,Come Out & Talk LGBT Females Forty & Up,2,LGBTQ,https://www.meetup.com/Come-Out-Talk-LGBT-Females-Forty-Up/events/275919245,600 Ridgewood Rd,https://www.google.com/maps/search/api=1&query=600+Ridgewood+Rd%2C+Maplewood%2C+NJ%2C+07040%2C+us,40.730753,-74.2826,"600 Ridgewood Rd Maplewood, NJ",43
New York City Basenji Gathering - 24 January 2021,New York City Basenji Meetup,5,Pets,https://www.meetup.com/basenji-nyc/events/275923078,Sullivan St & Washington Square S,https://www.google.com/maps/search/api=1&query=40.730667%2C-73.998860,40.7275476,-74.00150040000003,"Sullivan St & Washington Square S 10012, NY",98
Weekday Mutt Meetup,Harlem Meer Mutts Club,3,Pets,https://www.meetup.com/Harlem-Meer-Mutts-Club/events/275842205,Central Park,https://www.google.com/maps/search/api=1&query=Central+Park%2C+New+York%2C+NY%2C+us,40.7127281,-74.0060152,"Central Park New York, NY",140
Paint and Sip Pet Portrait Fun- Valentine's Day -Barking Dog NEW YORK,Paint Your Pet and Mingle with Pet Lovers,1,Pets,https://www.meetup.com/Paint-Your-Pet-and-Mingle-with-Pet-Lovers/events/275688252,1678 3rd Ave,https://www.google.com/maps/search/api=1&query=40.784103%2C-73.950455,40.7127281,-74.0060152,"1678 3rd Ave New York, NY",140
Pet Loss Support Group (Virtual),Plans for Pups (PfP) -- We have plans for pups!,3,Pets,https://www.meetup.com/PlansForPups/events/275830069,510 East 62nd Street,https://www.google.com/maps/search/api=1&query=40.760494%2C-73.958260,40.773489,-73.989083,"510 East 62nd Street New York, NY",140
Rockin' Knitters -  Virtual meetings until further notice,Rockin' Knitters  Meetup Group,4,Hobbies & Crafts,https://www.meetup.com/Rockinknitters-Meetup-Group/events/275229623,1023 Stuyvesant Ave,https://www.google.com/maps/search/api=1&query=40.696686%2C-74.268845,40.6962983,-74.27050759999999,"1023 Stuyvesant Ave Union, NJ",88
