,state,city,category,event_name,group_name,attendees,lat,lng,population,venue_event_link,event_state,event_city,event_street,Google_Map_Link
1035,NY,Staten Island,Movements,Regular Meeting,Alternative Banking Group - Occupy Wall Street of NYC,2,40.5834,-74.1496,476143,https://www.meetup.com/Alternative-Banking-Group-Occupy-Wall-Street-of-NYC/events/275790758,NY,New York,Cyberspace,https://www.google.com/maps/search/?api=1&query=Cyberspace%2C+New+York%2C+ny%2C+10001%2C+us
1036,NY,Staten Island,Movements,Rise and Resist Meeting,Rise and Resist,1,40.5834,-74.1496,476143,https://www.meetup.com/rise-and-resist/events/275876132,NY,Brooklyn,320 West 37th Street,https://www.google.com/maps/search/?api=1&query=320+West+37th+Street%2C+Brooklyn%2C+ny%2C+10018%2C+us
1037,NY,Staten Island,Movements,"Volunteer with 10,000 PB&Js",Volunteer NYC,2,40.5834,-74.1496,476143,https://www.meetup.com/volunteernyc/events/275837257,NY,New York,32nd Street and 7th Avenue,https://www.google.com/maps/search/?api=1&query=32nd+Street+and+7th+Avenue%2C+New+York%2C+NY%2C+10001%2C+us
1038,NY,Staten Island,Movements,An-Cap After Work,New York Anarcho-Capitalist Meetup,1,40.5834,-74.1496,476143,https://www.meetup.com/nycancap/events/275897559,NY,New York,10 West 33rd Street,https://www.google.com/maps/search/?api=1&query=10+West+33rd+Street%2C+New+York%2C+NY%2C+us
1039,NY,Staten Island,Movements,thelovemaze.com Singles Wine and Love Sunday @ Brookfield Place,Singles by Neighborhood-,1,40.5834,-74.1496,476143,https://www.meetup.com/Singles-by-Neighborhood/events/275830612,NY,New York,230 Vesey St,https://www.google.com/maps/search/?api=1&query=40.712715%2C-74.015280
1040,NY,Staten Island,Movements,Unforgotten in Brooklyn,The Neighbors,0,40.5834,-74.1496,476143,https://www.meetup.com/The-Neighbors/events/275833828,NY,Brooklyn,105 Montrose Ave ,https://www.google.com/maps/search/?api=1&query=105+Montrose+Ave+%2C+Brooklyn%2C+NY%2C+us
1043,NY,Staten Island,LGBTQ,Black Lotus Project: A Virtual Gathering of Black Bisexual+ Men,NYC Tri-State Area Bisexual+ SGL Queer & Questioning Meetup,6,40.5834,-74.1496,476143,https://www.meetup.com/bisexual-nyc/events/275652731,NY,New York,Virtual Online Meeting,https://www.google.com/maps/search/?api=1&query=Virtual+Online+Meeting%2C+New+York%2C+ny%2C+10001%2C+us
1045,NY,Staten Island,LGBTQ,Pride Bowling Night,Staten Island LGBTQ Pride Bowling Meetup,1,40.5834,-74.1496,476143,https://www.meetup.com/Staten-Island-LGBTQ-Pride-Bowling-Meetup/events/275337667,NY,Staten Island,1600 Hylan Boulevard,https://www.google.com/maps/search/?api=1&query=1600+Hylan+Boulevard%2C+Staten+Island%2C+NY%2C+us
1046,NY,Staten Island,LGBTQ,"Book to be discussed:  ""Swimming in the Dark"" by Tomasz Jedrowski",NYC Gay Guys' Book Club,16,40.5834,-74.1496,476143,https://www.meetup.com/NYC-Gay-Guys-Book-Club/events/268036229,NY,Manhattan,425 Avenue of the Americas (Sixth Avenue and 10th Street,https://www.google.com/maps/search/?api=1&query=40.734240%2C-73.999084
1047,NY,Staten Island,Film,Steele Wool by Frank A. Cappello,Oddball Cinema,1,40.5834,-74.1496,476143,https://www.meetup.com/Oddball-Cinema/events/275407602,NY,New York,433 E 6th St,https://www.google.com/maps/search/?api=1&query=40.725964%2C-73.984620
1050,NY,Staten Island,Dance,Cuban Salsa & Rueda de Casino Classes!,Cuban Salsa New York,8,40.5834,-74.1496,476143,https://www.meetup.com/Cuban-Salsa-New-York/events/275841136,NY,New York,25 W 31st street,https://www.google.com/maps/search/?api=1&query=40.747334%2C-73.987251
1051,NY,Staten Island,Dance,ONLINE - Dirty South Twerkout,Cumbe,1,40.5834,-74.1496,476143,https://www.meetup.com/Cumbe-Center-for-African-and-Diaspora-Dance/events/275920993,NY,Brooklyn,1368 Fulton St,https://www.google.com/maps/search/?api=1&query=40.680050%2C-73.945633
1052,NY,Staten Island,Dance,FUNdamentals of Foxtrot/Cha Cha - All Levels Welcome,"Jersey City Dancing - Ballroom, Latin, Swing, Tango & More!",1,40.5834,-74.1496,476143,https://www.meetup.com/jerseycityballroom/events/275920985,NJ,Jersey City,"189 Brunswick St, 3rd Floor",https://www.google.com/maps/search/?api=1&query=40.726357%2C-74.050415
1053,NY,Staten Island,Dance,"Milonga Para Todos every Tuesday 6pm -12am, Free Tango Lesson with Jon- on pause",Tango Date NYC,1,40.5834,-74.1496,476143,https://www.meetup.com/Tango-Date-NYC/events/275873967,NY,New York,109 E 9th St,https://www.google.com/maps/search/?api=1&query=40.730453%2C-73.989944
1054,NY,Staten Island,Dance,Basic Bellydance Technique & Choreography,NYC Bellydance Meetup!,1,40.5834,-74.1496,476143,https://www.meetup.com/NYCBellydancers/events/275831969,NY,New York,265 W 37th St,https://www.google.com/maps/search/?api=1&query=40.753696%2C-73.991020
1055,NY,Staten Island,Dance,Lady Styling ! ,Sensual Bachata in New York (Sensual Movement),1,40.5834,-74.1496,476143,https://www.meetup.com/Sensual-Bachata-in-New-York-Sensual-Movement/events/275896782,NY,New York,520 8th Ave 16th Fl 10018,https://www.google.com/maps/search/?api=1&query=40.753647%2C-73.991936
1056,NY,Staten Island,Dance,Tango and Date for Couples,NYC Tango & Date,1,40.5834,-74.1496,476143,https://www.meetup.com/NYC-Date-Nights-Out/events/275854193,NY,New York,500 8th ave 3rd fl,https://www.google.com/maps/search/?api=1&query=500+8th+ave+3rd+fl%2C+New+York%2C+ny%2C+10018%2C+us
1057,NY,Syracuse,Learning,Orange Orators Toastmasters Weekly Meeting - Online,Syracuse University Area Toastmasters - Online!,1,43.0409,-76.1438,404223,https://www.meetup.com/Syracuse-University-Area-Orange-Orators-Toastmasters/events/275867707,NY,Syracuse,"Online! previously in Hillyer Room, BIrd Library 222 Waverly Ave",https://www.google.com/maps/search/?api=1&query=43.039909%2C-76.132538
1058,NY,Syracuse,Food & Drink,Tacos & Trivia,CNY Craft Beer Society,1,43.0409,-76.1438,404223,https://www.meetup.com/cnycraftbeersociety/events/275897397,NY,Syracuse,881 Van Rensselaer St,https://www.google.com/maps/search/?api=1&query=Buried+Acorn+Brewing+Company%2C+881+Van+Rensselaer+St%2C+Syracuse%2C+NY%2C+13204%2C+us&query_place_id=ChIJUTtvv9Tz2YkRhneTbRT-1mk
1059,NY,Syracuse,Social,New Year's Party... 2021,Explore Syracuse,6,43.0409,-76.1438,404223,https://www.meetup.com/explore-syracuse/events/275496665,NY,Syracuse,415 S. Clinton St,https://www.google.com/maps/search/?api=1&query=43.047570%2C-76.153400
1060,NY,Syracuse,Social,Craft Beer Meet and Greet: The Evergreen,Salt City Collective,1,43.0409,-76.1438,404223,https://www.meetup.com/Salt-City-Collective/events/275855838,NY,Syracuse,125 East Water Street,https://www.google.com/maps/search/?api=1&query=43.050720%2C-76.151253
1061,NY,Syracuse,Career & Business,Toastmasters Good Morning Syracuse Weekly Rendezvous - NOW ONLINE!,Good Morning Syracuse Toastmasters Meetup,4,43.0409,-76.1438,404223,https://www.meetup.com/Good-Morning-Syracuse-Toastmasters-Meetup/events/275885064,NY,Syracuse,235 Harrison Street,https://www.google.com/maps/search/?api=1&query=43.044697%2C-76.149933
1062,NY,Syracuse,Career & Business,Destination Writing,Meetups @ Coworking spaces in Syracuse,2,43.0409,-76.1438,404223,https://www.meetup.com/SyracuseCoWorks/events/275895007,NY,Syracuse,TBD,https://www.google.com/maps/search/?api=1&query=TBD%2C+Syracuse%2C+NY%2C+us
1063,NY,Poughkeepsie,Outdoors & Adventure,Weekend Rock Climbing Partnering and Carpooling Gunks/Daks/West Point/NE,Rock & Ice,1,41.6949,-73.921,394760,https://www.meetup.com/Rock-n-Ice/events/275823610,NY,New Paltz,44 Main St,https://www.google.com/maps/search/?api=1&query=44+Main+St%2C+New+Paltz%2C+NY%2C+12561%2C+us
1064,NY,Poughkeepsie,Family,New Family Workshop,Hudson Valley Due Date Club,1,41.6949,-73.921,394760,https://www.meetup.com/HudsonValleyDueDateClub/events/275897107,NY,New Paltz,3 Paradies Lane,https://www.google.com/maps/search/?api=1&query=3+Paradies+Lane%2C+New+Paltz%2C+NY%2C+us
1065,NY,Poughkeepsie,Health & Wellness,Come with comfortable clothes and flat shoes (or warm socks),Community Tai Chi,1,41.6949,-73.921,394760,https://www.meetup.com/Community-Tai-Chi-Poughkeepsie/events/275873552,NY,Poughkeepsie,485 Main St,https://www.google.com/maps/search/?api=1&query=41.701485%2C-73.919640
1066,NY,Poughkeepsie,Beliefs, An In-Depth Look at John's Gospel,Hudson Valley Independent Catholics,1,41.6949,-73.921,394760,https://www.meetup.com/Hudson-Valley-Independent-Catholics/events/275874973,NY,Wappingers Falls,1491 U.S. 9,https://www.google.com/maps/search/?api=1&query=1491+U.S.+9%2C+Wappingers+Falls%2C+ny%2C+12590%2C+us
1067,NY,Poughkeepsie,Arts,Hope to see you at the Virtual Arts & Community Action meet-up!,Poughkeepsie Arts and Community Action Meetup,2,41.6949,-73.921,394760,https://www.meetup.com/Poughkeepsie-Arts-Community-Action-Meetup/events/275896097,NY,Poughkeepsie,330 Main St,https://www.google.com/maps/search/?api=1&query=41.702839%2C-73.926224
1068,NY,Poughkeepsie,Arts,GRAND CONCOURSE - County Players Theatre ,All the World's a Stage!,8,41.6949,-73.921,394760,https://www.meetup.com/AlltheWorldsAstage/events/269317627,NY,Wappingers Falls,2681 W. Main St,https://www.google.com/maps/search/?api=1&query=41.599796%2C-73.920790
1069,NY,Poughkeepsie,Book Clubs,The Night Portrait By Laura Morelli,Pleasant Valley Book Club,3,41.6949,-73.921,394760,https://www.meetup.com/Pleasant-Valley-Book-Club/events/274851163,NY,Pleasant Valley,10100 Brookside Rd,https://www.google.com/maps/search/?api=1&query=Brookside+Meadows+Luxury+Rental+Community%2C+10100+Brookside+Rd%2C+Pleasant+Valley%2C+NY%2C+12569%2C+us&query_place_id=ChIJL-aOQnEO5okRNx5AADHld88
1070,NY,Poughkeepsie,Career & Business,"Poughkeepsie, NY: Arlington Rotary TM, Online Meeting",Public Speaking/Leadership in NY by District 53 Toastmasters,1,41.6949,-73.921,394760,https://www.meetup.com/Public-Speaking-Leadership-in-NY-by-District-53-Toastmasters/events/275842175,NY,Poughkeepsie,3399 North Rd,https://www.google.com/maps/search/?api=1&query=41.722561%2C-73.932465
1071,NY,Yonkers,Tech,Hack Night,ApolloMeteorNYC,3,40.9466,-73.8674,200370,https://www.meetup.com/ApolloMeteorNYC/events/275918194,NY,New York,Google Hangouts,https://www.google.com/maps/search/?api=1&query=Google+Hangouts%2C+New+York%2C+NY%2C+us
1072,NY,Yonkers,Tech,Monday happy hour,NYC Mesh,8,40.9466,-73.8674,200370,https://www.meetup.com/nycmesh/events/275737013,NY,Online,Online,https://www.google.com/maps/search/?api=1&query=40.804291%2C-73.936401
1073,NY,Yonkers,Health & Wellness,"TaijiFit-Easy, Follow Along Group Tai Chi Class",The Westchester Tai Chi Meetup Group,2,40.9466,-73.8674,200370,https://www.meetup.com/taichi-118/events/275874395,NY,Bronxville,"101 Pondfield Road West, 2nd Floor",https://www.google.com/maps/search/?api=1&query=40.945080%2C-73.843002
1075,NY,Yonkers,Learning,Socrates Cafe,"Socrates Cafe of Teaneck, NJ",9,40.9466,-73.8674,200370,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/?api=1&query=40.888088%2C-74.026237
1076,NY,Yonkers,Language & Culture,Прогулка по парку Fort Tryon,The 4th Ave Brooklyn Russian Language Meetup Group,8,40.9466,-73.8674,200370,https://www.meetup.com/Russian-Brooklyn/events/275753024,NY,New York,805 Ft. Washington Ave Margaret Corbin Circle,https://www.google.com/maps/search/?api=1&query=805+Ft.+Washington+Ave%2C+New+York%2C+NY%2C+10040%2C+us
1078,NY,Yonkers,Music,Westchester Choral Artists,Westchester Choral Artists,1,40.9466,-73.8674,200370,https://www.meetup.com/meetup-group-cNnMqDAv/events/275920235,NY,Hastings-On-Hudson,8 Main St,https://www.google.com/maps/search/?api=1&query=Upstream+Gallery%2C+8+Main+St%2C+Hastings-On-Hudson%2C+NY%2C+10706%2C+us&query_place_id=ChIJuf4Dm_PswokRuYKvzTGBAus
1080,NY,Yonkers,LGBTQ,VIRTUAL: One Voice: HIV/AIDS Peer Support Group,The LOFT,1,40.9466,-73.8674,200370,https://www.meetup.com/theloftlgbtq-center/events/275566888,NY,White Plains,252 Bryant Avenue,https://www.google.com/maps/search/?api=1&query=41.021423%2C-73.745840
1083,NY,Yonkers,Dance,Gozar Salsa Saturday Party,New Jersey Salsa Parties,1,40.9466,-73.8674,200370,https://www.meetup.com/New-Jersey-Salsa-Parties/events/275807218,NJ,Hackensack,41 NJ-4,https://www.google.com/maps/search/?api=1&query=Firewaters+Saloon+Hackensack%2C+41+NJ-4%2C+Hackensack%2C+NJ%2C+07601%2C+us&query_place_id=ChIJaYzI6nX6wokRd44xMXNGX5w
1084,NY,Yonkers,Social,Winter Hike Series: Old Croton Aqueduct Trail ,PLACES NYC,62,40.9466,-73.8674,200370,https://www.meetup.com/placesnyc/events/275468145,NY,Yonkers,Old Croton Aqueduct Trail,https://www.google.com/maps/search/?api=1&query=Old+Croton+Aqueduct+Trail%2C+Old+Croton+Aqueduct+Trail%2C+Yonkers%2C+NY%2C+10705%2C+us&query_place_id=EitPbGQgQ3JvdG9uIEFxdWVkdWN0IFRyYWlsLCBZb25rZXJzLCBOWSwgVVNBIi4qLAoUChIJZxnfdfHywokR685LYUXbCNASFAoSCaGvQwkIwMKJEaLa2KSEc5a-
1085,NY,Yonkers,Social,Friday Parties @ DL Rooftop/ Slate/Vnyl,Singles NYC International,3,40.9466,-73.8674,200370,https://www.meetup.com/Singles-NYC-International/events/275473516,NY,New York,95 Delancey Street (On the corner of Delancey & Ludlow),https://www.google.com/maps/search/?api=1&query=95+Delancey+Street+%28On+the+corner+of+Delancey+%26+Ludlow%29%2C+New+York%2C+NY%2C+us
1086,NY,Yonkers,Social,NYC Active Singles  Westchester  healthy walk,New York City  Active  Singles meetup Meetup  Group,32,40.9466,-73.8674,200370,https://www.meetup.com/New-York-City-Couchsurfing-Meetup-Group/events/272601227,NY,White Plains,198 Central Avenue,https://www.google.com/maps/search/?api=1&query=198+Central+Avenue%2C+White+Plains%2C+NY%2C+10606%2C+us
1087,NY,Yonkers,Social,"Urban Exploration (Lower Manhattan, Brooklyn Bridge and Dumbo ",Gilligan's Adventures,26,40.9466,-73.8674,200370,https://www.meetup.com/GilligansAdventures/events/275885441,NJ,Paramus,300 Bergen Town Center,https://www.google.com/maps/search/?api=1&query=40.914055%2C-74.057270
1088,NY,Yonkers,Social,Event Organizers Wanted!,NYC Networking & Social Events!,1,40.9466,-73.8674,200370,https://www.meetup.com/Networking-parties/events/275875425,NY,NYC,TBA,https://www.google.com/maps/search/?api=1&query=40.812218%2C-73.950676
1089,NY,Yonkers,Career & Business,"Bronx River Vinecut this Sunday, 1/24 from 1-3pm Fisher Lane North White Plains",Vinecutters (Westchester County),6,40.9466,-73.8674,200370,https://www.meetup.com/westchester-vinecutters/events/275822921,NY,North White Plains,Fisher Lane,https://www.google.com/maps/search/?api=1&query=41.053730%2C-73.773224
1090,NY,Yonkers,Career & Business,Westchester Toastmasters Meetings,Westchester Toastmasters,1,40.9466,-73.8674,200370,https://www.meetup.com/meetup-group-EntkSMxo/events/275875083,NY,White Plains,350 Main St,https://www.google.com/maps/search/?api=1&query=350+Main+St%2C+350+Main+St%2C+White+Plains%2C+NY%2C+10601%2C+us&query_place_id=ChIJ1x_AiC2UwokROGKZXoa7Hl4
1091,NY,Yonkers,Career & Business,WE ARE MEETING VIRTUALLY! Mahopac Chapter - Master Networks  Thursday AM,NY Master Networks,2,40.9466,-73.8674,200370,https://www.meetup.com/Master-Networks-New-York-Western-CT-Region/events/275907918,NY,Westchester County,Room,https://www.google.com/maps/search/?api=1&query=41.062817%2C-73.843842
1092,NY,Yonkers,Career & Business,Weekly Networking Breakfast ,Saddle Brook Small Business Meetup,1,40.9466,-73.8674,200370,https://www.meetup.com/Saddle-Brook-Small-Business-Meetup/events/275884662,NJ,Maywood,92 West Pleasant Avenue,https://www.google.com/maps/search/?api=1&query=92+West+Pleasant+Avenue%2C+Maywood%2C+NJ%2C+07607%2C+us
1094,NY,Binghamton,Beliefs,Zen Meditation,The Three Jewels Zen Buddhist Meetup,1,42.1014,-75.9093,148145,https://www.meetup.com/Binghamton-Zen-Buddhism-Meetup/events/275918736,NY,Binghamton,30 Main Street,https://www.google.com/maps/search/?api=1&query=30+Main+Street%2C+Binghamton%2C+NY%2C+13905%2C+us
1095,NY,New Rochelle,Outdoors & Adventure,"OCA, Dobbs Ferry To Yonkers ",Shorewalkers,23,40.9305,-73.7836,78557,https://www.meetup.com/shorewalkers-members-only/events/275845502,NY,Dobbs Ferry,Dobbs Ferry Train Station,https://www.google.com/maps/search/?api=1&query=Dobbs+Ferry+Train+Station%2C+Dobbs+Ferry%2C+NY%2C+23320%2C+us
1096,NY,New Rochelle,Tech,Hack Night,ApolloMeteorNYC,3,40.9305,-73.7836,78557,https://www.meetup.com/ApolloMeteorNYC/events/275918194,NY,New York,Google Hangouts,https://www.google.com/maps/search/?api=1&query=Google+Hangouts%2C+New+York%2C+NY%2C+us
1097,NY,New Rochelle,Sports & Fitness,Winchester Wednesdays,Pioneer Shooting Center / RT Smoke-n-Guns,2,40.9305,-73.7836,78557,https://www.meetup.com/Pioneer-Shooting-Center-RT-Smoke-n-Guns/events/275895020,NY,Mount Vernon,2 South Sixth Avenue,https://www.google.com/maps/search/?api=1&query=2+South+Sixth+Avenue%2C+Mount+Vernon%2C+NY%2C+us
1098,NY,New Rochelle,Sports & Fitness,Beach Volleyball Downtown Monday,Volleyball NYC,1,40.9305,-73.7836,78557,https://www.meetup.com/meetup-group-HrEHXOPJ/events/275853436,NY,New York,Pier 25 Hudson River Greenway,https://www.google.com/maps/search/?api=1&query=Pier+25+Hudson+River+Greenway%2C+New+York%2C+NY%2C+us
1099,NY,New Rochelle,Sports & Fitness,Englewood boat basin Sunday run with Alex,Palisades Running Club,5,40.9305,-73.7836,78557,https://www.meetup.com/Palisades-Running-Club/events/275426532,NJ,Englewood Cliffs,"https://goo.gl/maps/sp6o3i2mPV8Mpq8K8 Englewood Boat Basin - parking lot near the ""Snack Shack""",https://www.google.com/maps/search/?api=1&query=40.876540%2C-73.946396
1101,NY,New Rochelle,Sports & Fitness,For weekly games visit: https://www.meetup.com/NYC-Soccer-Pickup/,NYC SOCCER TOURNAMENTS AND LEAGUES,5,40.9305,-73.7836,78557,https://www.meetup.com/NewYorkSoccer/events/275824798,NY,New York,New York. ,https://www.google.com/maps/search/?api=1&query=New+York.+%2C+New+York%2C+NY%2C+us
1102,NY,New Rochelle,Movements,The Truth About Covid 19 Vaccines and Health Freedom,"Queens Libertarians (Founded October 6, 1994)",1,40.9305,-73.7836,78557,https://www.meetup.com/QueensLibertarians/events/275753509,NY,WHITESTONE,150-11 14th Avenue,https://www.google.com/maps/search/?api=1&query=40.789234%2C-73.813416
1104,NY,New Rochelle,LGBTQ,VIRTUAL: One Voice: HIV/AIDS Peer Support Group,The LOFT,1,40.9305,-73.7836,78557,https://www.meetup.com/theloftlgbtq-center/events/275566888,NY,White Plains,252 Bryant Avenue,https://www.google.com/maps/search/?api=1&query=41.021423%2C-73.745840
1105,NY,New Rochelle,Social,Winter Hike Series: Old Croton Aqueduct Trail ,PLACES NYC,62,40.9305,-73.7836,78557,https://www.meetup.com/placesnyc/events/275468145,NY,Yonkers,Old Croton Aqueduct Trail,https://www.google.com/maps/search/?api=1&query=Old+Croton+Aqueduct+Trail%2C+Old+Croton+Aqueduct+Trail%2C+Yonkers%2C+NY%2C+10705%2C+us&query_place_id=EitPbGQgQ3JvdG9uIEFxdWVkdWN0IFRyYWlsLCBZb25rZXJzLCBOWSwgVVNBIi4qLAoUChIJZxnfdfHywokR685LYUXbCNASFAoSCaGvQwkIwMKJEaLa2KSEc5a-
1106,NY,New Rochelle,Social,NYC Active Singles  Westchester  healthy walk,New York City  Active  Singles meetup Meetup  Group,32,40.9305,-73.7836,78557,https://www.meetup.com/New-York-City-Couchsurfing-Meetup-Group/events/272601227,NY,White Plains,198 Central Avenue,https://www.google.com/maps/search/?api=1&query=198+Central+Avenue%2C+White+Plains%2C+NY%2C+10606%2C+us
1107,NY,New Rochelle,Social,Friday Parties @ DL Rooftop/ Slate/Vnyl,Singles NYC International,3,40.9305,-73.7836,78557,https://www.meetup.com/Singles-NYC-International/events/275473516,NY,New York,95 Delancey Street (On the corner of Delancey & Ludlow),https://www.google.com/maps/search/?api=1&query=95+Delancey+Street+%28On+the+corner+of+Delancey+%26+Ludlow%29%2C+New+York%2C+NY%2C+us
1108,NY,New Rochelle,Career & Business,"Bronx River Vinecut this Sunday, 1/24 from 1-3pm Fisher Lane North White Plains",Vinecutters (Westchester County),6,40.9305,-73.7836,78557,https://www.meetup.com/westchester-vinecutters/events/275822921,NY,North White Plains,Fisher Lane,https://www.google.com/maps/search/?api=1&query=41.053730%2C-73.773224
1109,NY,New Rochelle,Career & Business,Westchester Toastmasters Meetings,Westchester Toastmasters,1,40.9305,-73.7836,78557,https://www.meetup.com/meetup-group-EntkSMxo/events/275875083,NY,White Plains,350 Main St,https://www.google.com/maps/search/?api=1&query=350+Main+St%2C+350+Main+St%2C+White+Plains%2C+NY%2C+10601%2C+us&query_place_id=ChIJ1x_AiC2UwokROGKZXoa7Hl4
1110,NY,New Rochelle,Career & Business,LA VOZ LATINA TOASTMASTERS CLUB,La Voz Latina Toastmasters Club,1,40.9305,-73.7836,78557,https://www.meetup.com/LA-VOZ-LATINA-TOASTMASTERS-CLUB/events/275897526,NY,Port Chester,19 Smith Street church is next to parking lot off westchester avenue,https://www.google.com/maps/search/?api=1&query=19+Smith+Street%2C+Port+Chester%2C+NY%2C+10573%2C+us
1111,NY,New Rochelle,Career & Business,NEW TIME - We are meeting virtually  White Plains Thurs am Master Networks 7am,NY Master Networks,1,40.9305,-73.7836,78557,https://www.meetup.com/Master-Networks-New-York-Western-CT-Region/events/275906457,NY,White Plains,777 Westchester Ave Ground Floor,https://www.google.com/maps/search/?api=1&query=41.033985%2C-73.762909
1113,NY,Saratoga Springs,Outdoors & Adventure,Ice Skating Ballston Lake,Capital District Kayakers and Paddlers,2,43.0674,-73.7775,68028,https://www.meetup.com/Capital-District-Kayakers/events/275804822,NY,Ballston,Outlet Rd,https://www.google.com/maps/search/?api=1&query=42.956944%2C-73.848206
1114,NY,Saratoga Springs,Music,Open Rehearsal:  Saratoga Soundtrack Chorus,A Cappella Singers and Vocalists of Upstate NY,1,43.0674,-73.7775,68028,https://www.meetup.com/ACappellaSingersofUpstateNY/events/275854160,NY,Saratoga Springs,50 Pine Rd,https://www.google.com/maps/search/?api=1&query=50+Pine+Rd%2C+Saratoga+Springs%2C+NY%2C+us
1115,NY,Saratoga Springs,Career & Business,"Malta, NY: Thorobred TM, Online Meeting",Public Speaking/Leadership in NY by District 53 Toastmasters,1,43.0674,-73.7775,68028,https://www.meetup.com/Public-Speaking-Leadership-in-NY-by-District-53-Toastmasters/events/275853563,NY,Malta,2911 State Highway 9,https://www.google.com/maps/search/?api=1&query=43.017357%2C-73.789696
1116,NY,Mount Vernon,Tech,Hack Night,ApolloMeteorNYC,3,40.9136,-73.8291,67345,https://www.meetup.com/ApolloMeteorNYC/events/275918194,NY,New York,Google Hangouts,https://www.google.com/maps/search/?api=1&query=Google+Hangouts%2C+New+York%2C+NY%2C+us
1117,NY,Mount Vernon,Tech,Monday happy hour,NYC Mesh,8,40.9136,-73.8291,67345,https://www.meetup.com/nycmesh/events/275737013,NY,Online,Online,https://www.google.com/maps/search/?api=1&query=40.804291%2C-73.936401
1118,NY,Mount Vernon,Health & Wellness,"TaijiFit-Easy, Follow Along Group Tai Chi Class",The Westchester Tai Chi Meetup Group,2,40.9136,-73.8291,67345,https://www.meetup.com/taichi-118/events/275874395,NY,Bronxville,"101 Pondfield Road West, 2nd Floor",https://www.google.com/maps/search/?api=1&query=40.945080%2C-73.843002
1121,NY,Mount Vernon,Health & Wellness,"thelovemaze.com Singles Walk In Neighborhood Parks, COVID Stress-Relief",The LoveMaze Date Nights,1,40.9136,-73.8291,67345,https://www.meetup.com/LoveMaze/events/275894183,NY,New York,Morningside Dr,https://www.google.com/maps/search/?api=1&query=40.806072%2C-73.958540
1122,NY,Mount Vernon,Sports & Fitness,Englewood boat basin Sunday run with Alex,Palisades Running Club,5,40.9136,-73.8291,67345,https://www.meetup.com/Palisades-Running-Club/events/275426532,NJ,Englewood Cliffs,"https://goo.gl/maps/sp6o3i2mPV8Mpq8K8 Englewood Boat Basin - parking lot near the ""Snack Shack""",https://www.google.com/maps/search/?api=1&query=40.876540%2C-73.946396
1123,NY,Mount Vernon,Sports & Fitness,Winchester Wednesdays,Pioneer Shooting Center / RT Smoke-n-Guns,2,40.9136,-73.8291,67345,https://www.meetup.com/Pioneer-Shooting-Center-RT-Smoke-n-Guns/events/275895020,NY,Mount Vernon,2 South Sixth Avenue,https://www.google.com/maps/search/?api=1&query=2+South+Sixth+Avenue%2C+Mount+Vernon%2C+NY%2C+us
1124,NY,Mount Vernon,Sports & Fitness,Beach Volleyball Downtown Monday,Volleyball NYC,1,40.9136,-73.8291,67345,https://www.meetup.com/meetup-group-HrEHXOPJ/events/275853436,NY,New York,Pier 25 Hudson River Greenway,https://www.google.com/maps/search/?api=1&query=Pier+25+Hudson+River+Greenway%2C+New+York%2C+NY%2C+us
1128,NY,Mount Vernon,Sports & Fitness,HHRG Lighthouse Run,Hamilton Heights Running Group (HHRG),1,40.9136,-73.8291,67345,https://www.meetup.com/Hamilton-Heights-Running-Group/events/275862739,NY,New York,Northwest Corner,https://www.google.com/maps/search/?api=1&query=40.828545%2C-73.945389
1129,NY,Mount Vernon,Sports & Fitness,"Indoor Badminton in NYBC, Flushing, Queens",Brooklyn Outdoor Badminton,6,40.9136,-73.8291,67345,https://www.meetup.com/Brooklyn-Outdoor-Badminton/events/275547294,NY,New York,"132-68 34th Avenue, New York, NY 11354",https://www.google.com/maps/search/?api=1&query=132-68+34th+Avenue%2C+New+York%2C+NY+11354%2C+New+York%2C+NY%2C+11354%2C+us
1130,NY,Mount Vernon,Sports & Fitness,For weekly games visit: https://www.meetup.com/NYC-Soccer-Pickup/,NYC SOCCER TOURNAMENTS AND LEAGUES,5,40.9136,-73.8291,67345,https://www.meetup.com/NewYorkSoccer/events/275824798,NY,New York,New York. ,https://www.google.com/maps/search/?api=1&query=New+York.+%2C+New+York%2C+NY%2C+us
1131,NY,Mount Vernon,Learning,Socrates Cafe,"Socrates Cafe of Teaneck, NJ",9,40.9136,-73.8291,67345,https://www.meetup.com/Socrates-Cafe-Teaneck/events/275419550,NJ,Teaneck,687 Larch Ave,https://www.google.com/maps/search/?api=1&query=40.888088%2C-74.026237
1132,NY,Mount Vernon,Food & Drink,"thelovemaze.com Singles Walk In Neighborhood Parks, COVID Stress-Relief",Romantic Food+Cooking+Drink+Art,1,40.9136,-73.8291,67345,https://www.meetup.com/Romantic-Cooking-Club/events/275895104,NY,New York,Morningside Dr,https://www.google.com/maps/search/?api=1&query=40.806072%2C-73.958540
1133,NY,Mount Vernon,Writing,Bronx Toastmasters meeting in Riverdale! www.bronxtoastmastersclub.org,Bronx Toastmasters Club of Riverdale Meetup,3,40.9136,-73.8291,67345,https://www.meetup.com/Bronx-Toastmasters-Club-of-Riverdale-Meetup/events/274795587,NY,"Riverdale, Bronx",5521 Mosholu Avenue ,https://www.google.com/maps/search/?api=1&query=40.903484%2C-73.903860
