Unnamed: 0,state,city,category,event_name,group_name,attendees,lat,lng,population,venue_event_link,event_state,event_city,event_street,Google_Map_Link,city_event_lat,city_event_lng
974,NY,Albany,Sports & Fitness,Walk at Crossgates Mall ,"Walk for Fun, Fitness and Friendship",5,42.6664,-73.7987,586383,https://www.meetup.com/WALK-FOR-FUN-FITNESS-AND-FRIENDSHIP/events/275913818,NY,Albany,1 Crossgates Mall Road,https://www.google.com/maps/search/?api=1&query=1+Crossgates+Mall+Road%2C+Albany%2C+NY%2C+12201%2C+us,42.6511674,-73.754968
975,NY,Albany,Sports & Fitness,🏈Colonie Co-Ed Football | Sun 10:00 AM,Capital District Sports Pick-up Games,1,42.6664,-73.7987,586383,https://www.meetup.com/Capital-Region-Outdoor-Pick-up-Games/events/275825194,NY,Colonie,580 Albany Shaker Road,https://www.google.com/maps/search/?api=1&query=42.717014%2C-73.793488,42.7178558,-73.8334554
976,NY,Albany,Language & Culture,Spanish Table,Language Enthusiasts of the Capital Region,15,42.6664,-73.7987,586383,https://www.meetup.com/Language-Enthusiasts-of-the-Capital-Region/events/275012041,NY,Latham,3 Lear Jet Ln,https://www.google.com/maps/search/?api=1&query=42.753330%2C-73.781319,42.7444055,-73.761563
978,NY,Albany,Sci-Fi & Games,"Sunday afternoon Chess (and variants) in Troy, NY",Capital Region Game Enthusiasts,1,42.6664,-73.7987,586383,https://www.meetup.com/CapitalRegionGameEnthusiasts/events/275827916,NY,Troy,71 4th St,https://www.google.com/maps/search/?api=1&query=71+4th+St%2C+Troy%2C+NY%2C+12180%2C+us,40.7402557,-74.0055355
979,NY,Albany,Sci-Fi & Games,Tuesday Knight Gaming!,Albany Game Knights,1,42.6664,-73.7987,586383,https://www.meetup.com/Albany-Game-Knight/events/275873666,NY,Albany,161 Washington Ave Ext,https://www.google.com/maps/search/?api=1&query=42.695354%2C-73.846321,42.6511674,-73.754968
980,NY,Albany,Beliefs,VIRTUAL STREAMING Sunday Morning Services 11 a.m.,Unity Albany Events,2,42.6664,-73.7987,586383,https://www.meetup.com/Unity-Albany-Events/events/275826917,NY,Albany,21 King Ave,https://www.google.com/maps/search/?api=1&query=21+King+Ave%2C+21+King+Ave%2C+Albany%2C+NY%2C+12206%2C+us&query_place_id=ChIJFcXHiq4L3okRJHCeDOC84dY,42.6511674,-73.754968
981,NY,Albany,Beliefs,The Prophet Jeremiah,Capital District Bible Study,1,42.6664,-73.7987,586383,https://www.meetup.com/Captial-District-Bible-Study/events/275876228,NY,Albany,1510 Central Ave Suite 107,https://www.google.com/maps/search/?api=1&query=42.712749%2C-73.828018,42.6511674,-73.754968
982,NY,Albany,Hobbies & Crafts,Quilled Decorative Love Bird Ornaments- $15,Quilling & Other Craft Classes with Stacey,3,42.6664,-73.7987,586383,https://www.meetup.com/Quilling-Classes-with-Stacey/events/275677809,NY,Latham,601 Troy Schenectady Rd,https://www.google.com/maps/search/?api=1&query=601+Troy+Schenectady+Rd%2C+Latham%2C+NY%2C+us,42.7444055,-73.761563
983,NY,Albany,Career & Business,Talk Real Estate! Action Investors Network Meeting,Action Investors Network - Real Estate Investment Group,2,42.6664,-73.7987,586383,https://www.meetup.com/Action-Investors-Network-Albany-NY-Real-Estate-Investment/events/275834167,NY,Latham,997 New Loudon Rd. (Route 9),https://www.google.com/maps/search/?api=1&query=42.747021%2C-73.759010,42.7444055,-73.761563
984,NY,Albany,Career & Business,"Troy, NY: Uncle Sam TM, Online Meeting",Public Speaking/Leadership in NY by District 53 Toastmasters,3,42.6664,-73.7987,586383,https://www.meetup.com/Public-Speaking-Leadership-in-NY-by-District-53-Toastmasters/events/275893122,NY,Troy,2212 Burdett Avenue (directly across from Samaritan Hospital),https://www.google.com/maps/search/?api=1&query=42.733772%2C-73.672150,40.7402557,-74.0055355
985,NY,Staten Island,Outdoors & Adventure,A Hiker's Dozen,Staten Island Hiking Meetup,9,40.5834,-74.1496,476143,https://www.meetup.com/Staten-Island-Hiking-Meetup/events/275849241,NY,Staten Island,1 Eton Pl,https://www.google.com/maps/search/?api=1&query=1+Eton+Pl%2C+Staten+Island%2C+NY%2C+10314%2C+us,40.5834557,-74.1496048
986,NY,Staten Island,Outdoors & Adventure,"First Sunday of the month, a joint walk with Everwalk (may use for Kennedy50)",FreeWalkers,4,40.5834,-74.1496,476143,https://www.meetup.com/FreeWalkers/events/275895708,NE,Jersey City,1 Audrey Zapp Dr,https://www.google.com/maps/search/?api=1&query=40.708190%2C-74.038210,40.7281575,-74.0776417
987,NY,Staten Island,Outdoors & Adventure,Hudson Walkway Loop/Reese Park Social Distancing 6 Mile Hike/Walk,"New York Hikes, Happy Hours & Outdoor Adventures",2,40.5834,-74.1496,476143,https://www.meetup.com/New-York-Hikes-Happy-Hours-and-Outdoor-Adventures/events/275555724,NY,New York,Your Guide will meet you when you get out from the train at Poughkeepsie,https://www.google.com/maps/search/?api=1&query=Your+Guide+will+meet+you+when+you+get+out+from+the+train+at+Poughkeepsie%2C+New+York%2C+NY%2C+us,40.7127281,-74.0060152
988,NY,Staten Island,Outdoors & Adventure,Hoboken Critical Mass Light Up The Night Bike Tour,Hoboken Bicycling Meetup,11,40.5834,-74.1496,476143,https://www.meetup.com/Hoboken-Bicycling-Meetup/events/275420479,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/?api=1&query=901+Park+Ave%2C+901+Park+Ave%2C+Hoboken%2C+NJ%2C+07030%2C+us&query_place_id=ChIJyS2VDmJXwokR-pkTQhFPc6Q,40.7433066,-74.0323752
989,NY,Staten Island,Outdoors & Adventure,Critical Mass NYC / NJ - January 2021,Critical Mass NYC / NJ,4,40.5834,-74.1496,476143,https://www.meetup.com/Critical-Mass-NYC-NJ/events/274151373,NJ,Hoboken,901 Park Ave,https://www.google.com/maps/search/?api=1&query=40.747830%2C-74.030460,40.7433066,-74.0323752
990,NY,Staten Island,Outdoors & Adventure,Monthly meeting and Trip planning,New York Caving Meetup Group,6,40.5834,-74.1496,476143,https://www.meetup.com/New-York-Cavers/events/275376807,NY,New York,  569 Hudson St,https://www.google.com/maps/search/?api=1&query=40.735905%2C-74.006180,40.7127281,-74.0060152
992,NY,Staten Island,Outdoors & Adventure,Volunteer Trip - Paddle North - 6 mile round trip,Hoboken Cove Community Boathouse,3,40.5834,-74.1496,476143,https://www.meetup.com/Hoboken-Cove-Community-Boathouse/events/275865290,NJ,Hoboken,Frank Sinatra Dr,https://www.google.com/maps/search/?api=1&query=40.748386%2C-74.024025,40.7433066,-74.0323752
993,NY,Staten Island,Outdoors & Adventure,GV Hoboken Climbing Session,Hudson County Indoor Rock Climbing,3,40.5834,-74.1496,476143,https://www.meetup.com/hudson-county-indoor-rock-climbing/events/275892333,NJ,Hoboken ,1423 Clinton Street ,https://www.google.com/maps/search/?api=1&query=40.754820%2C-74.030050,40.7433066,-74.0323752
994,NY,Staten Island,Outdoors & Adventure,"Newark Community Cycling Group Ride. This is a non-drop ride, discover NEWARK ",Outdoor Adventure Sports,1,40.5834,-74.1496,476143,https://www.meetup.com/outdooradventuresports/events/275895919,NJ,Newark,14 Rector Street,https://www.google.com/maps/search/?api=1&query=14+Rector+Street%2C+Newark%2C+nj%2C+07102%2C+us,40.735657,-74.1723667
995,NY,Staten Island,Outdoors & Adventure,Private Social Distancing NYC Subways & Stations History Tour,SINGLES TRAVEL AND ADVENTURE!,1,40.5834,-74.1496,476143,https://www.meetup.com/SINGLES-TRAVEL-AND-ADVENTURE/events/275555362,NY,New York,"416 8th ave, Corner of 31st",https://www.google.com/maps/search/?api=1&query=40.750084%2C-73.994670,40.7127281,-74.0060152
996,NY,Staten Island,Outdoors & Adventure,Two Wheel Tuesday @ Skyline Drive-In,NYC Motorcycle Meetup,1,40.5834,-74.1496,476143,https://www.meetup.com/NYC-Motorcycle-Meetup/events/275872879,NY,Brooklyn,1 Oak St,https://www.google.com/maps/search/?api=1&query=Skyline+Drive+In+NYC%2C+1+Oak+St%2C+Brooklyn%2C+NY%2C+11222%2C+us&query_place_id=ChIJe78hxQZZwokRYHIKHuWDkck,40.6501038,-73.9495823
997,NY,Staten Island,Family,Singalong and Story Time for Kids,Family fun in Brooklyn,2,40.5834,-74.1496,476143,https://www.meetup.com/Family-fun-in-Brooklyn/events/275873427,NY,Brooklyn,695 5th Ave,https://www.google.com/maps/search/?api=1&query=40.661053%2C-73.993462,40.6501038,-73.9495823
998,NY,Staten Island,Family,My Gym Little Bundles Classes,JCFamilies,1,40.5834,-74.1496,476143,https://www.meetup.com/JCFamilies/events/275886037,NJ,Jersey City,252 9th St,https://www.google.com/maps/search/?api=1&query=My+Gym+Jersey+City%2C+252+9th+St%2C+Jersey+City%2C+NJ%2C+07302%2C+us&query_place_id=ChIJ4zCr0U1XwokRIuPy2hdo2Yo,40.7281575,-74.0776417
1000,NY,Staten Island,Learning,Jolly January,Humorous Toastmasters,3,40.5834,-74.1496,476143,https://www.meetup.com/Toastmasters-New-York/events/275917096,NY,New York,Online,https://www.google.com/maps/search/?api=1&query=Online%2C+New+York%2C+ny%2C+10001%2C+us,40.7127281,-74.0060152
1003,NY,Staten Island,Learning,ZOOM EVENT: HOW DOES SOCIAL CONTRACT THEORY GUIDE US?,Cafe Philo New York,2,40.5834,-74.1496,476143,https://www.meetup.com/New-York-Cafe-Philo/events/275901201,NY,New York,10 South William St,https://www.google.com/maps/search/?api=1&query=40.704727%2C-74.010640,40.7127281,-74.0060152
1004,NY,Staten Island,Photography,"Studio & Lighting: Feb 24 - Mar 10, Wednesdays 6:00 PM-9:15 PM. In person.",PhotoManhattan - Photography classes NYC & Free Exhibits,1,40.5834,-74.1496,476143,https://www.meetup.com/photography-classes-nyc/events/274851102,NY,New York,51 W 14th St #3r,https://www.google.com/maps/search/?api=1&query=40.737290%2C-73.995834,40.7127281,-74.0060152
1006,NY,Staten Island,Food & Drink,Tequilla & Mezcal Tasting (Heated Outdoor Patio),Wine Events and Other Socials,12,40.5834,-74.1496,476143,https://www.meetup.com/Affordable-Wine-Tastings-and-Social-for-Beginners/events/275908852,NY,Brooklyn,75A 5th Ave,https://www.google.com/maps/search/?api=1&query=40.680400%2C-73.977554,40.6501038,-73.9495823
1007,NY,Staten Island,Food & Drink,Vegan Trifecta in Greenpoint,NYC Vegans,101,40.5834,-74.1496,476143,https://www.meetup.com/nycvegans/events/269358168,NY,Brooklyn,620 Manhattan Ave,https://www.google.com/maps/search/?api=1&query=40.723590%2C-73.950500,40.6501038,-73.9495823
1008,NY,Staten Island,Food & Drink,Learn to Make Mochi,Culinary Enthusiasts of NYC,1,40.5834,-74.1496,476143,https://www.meetup.com/Culinary-Enthusiasts-of-NYC/events/275831778,NY,New York,116 E 7th Street,https://www.google.com/maps/search/?api=1&query=40.726299%2C-73.984497,40.7127281,-74.0060152
1010,NY,Staten Island,Language & Culture,Russian mingling,The 4th Ave Brooklyn Russian Language Meetup Group,5,40.5834,-74.1496,476143,https://www.meetup.com/Russian-Brooklyn/events/275748853,NY,Brooklyn,75A 5th Ave,https://www.google.com/maps/search/?api=1&query=Lizzie+King%E2%80%99s+Parlor%2C+75A+5th+Ave%2C+Brooklyn%2C+NY%2C+11217%2C+us&query_place_id=ChIJP-PiU4dbwokRjzGnCQ1Q5tw,40.6501038,-73.9495823
1011,NY,Staten Island,Language & Culture,Online Language Exchange,English Classes in Midtown Manhattan,5,40.5834,-74.1496,476143,https://www.meetup.com/ESOLclasses/events/275848953,NY,New York,Web-Based Remote Event,https://www.google.com/maps/search/?api=1&query=40.712776%2C-74.005974,40.7127281,-74.0060152
1013,NY,Staten Island,Language & Culture,Continue learning Russian,New York Learn the Russian Language Meetup,1,40.5834,-74.1496,476143,https://www.meetup.com/New-York-Learn-the-Russian-Language-Meetup/events/275896000,NY,New York,275 Greenwich Street,https://www.google.com/maps/search/?api=1&query=275+Greenwich+Street%2C+New+York%2C+NY%2C+10007%2C+us,40.7127281,-74.0060152
1014,NY,Staten Island,Language & Culture,Retail Therapy | Shop Luxury Furnishings with an Interior Designer! ,NYC Retail Therapy Sessions,2,40.5834,-74.1496,476143,https://www.meetup.com/le-look-parfait-retail-therapy-club/events/275911966,NY,New York,89 7th Ave,https://www.google.com/maps/search/?api=1&query=40.739418%2C-73.998871,40.7127281,-74.0060152
1015,NY,Staten Island,Language & Culture,Let's talk Russian,Russian Conversation and Reading Meetup,1,40.5834,-74.1496,476143,https://www.meetup.com/Russian-Conversation-Reading-Meetup/events/275896308,NY,New York,119 MacDougal Street,https://www.google.com/maps/search/?api=1&query=119+MacDougal+Street%2C+New+York%2C+NY%2C+10012%2C+us,40.7127281,-74.0060152
1016,NY,Staten Island,Language & Culture,【TAMARIBA ENGLISH -English Conversation-】,【J-KURU】Enjoy Japanese Conversation!!,5,40.5834,-74.1496,476143,https://www.meetup.com/j-kuru/events/275638528,NY,NY,NY,https://www.google.com/maps/search/?api=1&query=40.750000%2C-73.989998,40.741236,-73.3566912
1017,NY,Staten Island,Language & Culture,Korean Conversation Meetup! Open to all levels :) ,Korean Language and Culture Exchange in Midtown NYC,1,40.5834,-74.1496,476143,https://www.meetup.com/koreancultureny/events/275873619,NY,New York,38 West 32nd Street,https://www.google.com/maps/search/?api=1&query=40.747902%2C-73.987366,40.7127281,-74.0060152
1019,NY,Staten Island,Language & Culture,Drawing Class for all levels.,The English Lounge Art Events,1,40.5834,-74.1496,476143,https://www.meetup.com/The-English-Lounge-new-york/events/275866113,NY,New York,"38 W 32nd St, New York, NY 10001",https://www.google.com/maps/search/?api=1&query=38+W+32nd+St%2C+New+York%2C+NY+10001%2C+New+York%2C+ny%2C+10001%2C+us,40.7127281,-74.0060152
1021,NY,Staten Island,Music,Bring your Songs & Sing Live,Recording Artists and Songwriters Team,2,40.5834,-74.1496,476143,https://www.meetup.com/Recording-Artists-and-Songwriters-Team/events/275274150,NY,Brooklyn,243 78th St,https://www.google.com/maps/search/?api=1&query=40.629810%2C-74.029884,40.6501038,-73.9495823
1023,NY,Staten Island,Music,Thursday Night Weekly Jam  -- 6 to 8pm,JC Studios Music Jam,1,40.5834,-74.1496,476143,https://www.meetup.com/JC-Studios-Music-Jam/events/275918414,NJ,Jersey City,143 Christopher Columbus Dr,https://www.google.com/maps/search/?api=1&query=40.719975%2C-74.045036,40.7281575,-74.0776417
1024,NY,Staten Island,Music,Welcome to Social Travelers! ,Social Travelers of New York City,1,40.5834,-74.1496,476143,https://www.meetup.com/SocialTravelersNYC/events/275873575,NY,Brooklyn,"147 Prince Street, 4th Floor",https://www.google.com/maps/search/?api=1&query=147+Prince+Street%2C+4th+Floor%2C+Brooklyn%2C+ny%2C+11201%2C+us,40.6501038,-73.9495823
1025,NY,Staten Island,Music,Acoustic Tuesday’s,Acoustic Tuesdays,1,40.5834,-74.1496,476143,https://www.meetup.com/meetup-group-gncSsqbT/events/275875615,NY,Brooklyn,769 Washington Avenue,https://www.google.com/maps/search/?api=1&query=40.673817%2C-73.962820,40.6501038,-73.9495823
1028,NY,Staten Island,Music,Musician Network & Jam Session,Musician Network & Jam Sessions Meetup,1,40.5834,-74.1496,476143,https://www.meetup.com/Brooklyn-Jam-Sessions-Meetup/events/275856020,NY,Brooklyn,227 Utica Avenue,https://www.google.com/maps/search/?api=1&query=40.670956%2C-73.930641,40.6501038,-73.9495823
1029,NY,Staten Island,Music,Learn To Sing Harmony and Enjoy Performing In NYC,Big Apple Chorus,3,40.5834,-74.1496,476143,https://www.meetup.com/Big-Apple-Chorus/events/275854177,NY,New York,111 East 33rd St.,https://www.google.com/maps/search/?api=1&query=40.746433%2C-73.981026,40.7127281,-74.0060152
1033,NY,Staten Island,Movements,"Dismantle Patriarchy Art Contest for Students, deadline 2/28/21",Radical Feminist Activists,1,40.5834,-74.1496,476143,https://www.meetup.com/RadFemActivists/events/274910866,NY,New York,New York,https://www.google.com/maps/search/?api=1&query=New+York%2C+New+York%2C+ny%2C+10001%2C+us,40.7127281,-74.0060152
1035,NY,Staten Island,Movements,Regular Meeting,Alternative Banking Group - Occupy Wall Street of NYC,2,40.5834,-74.1496,476143,https://www.meetup.com/Alternative-Banking-Group-Occupy-Wall-Street-of-NYC/events/275790758,NY,New York,Cyberspace,https://www.google.com/maps/search/?api=1&query=Cyberspace%2C+New+York%2C+ny%2C+10001%2C+us,40.7127281,-74.0060152
1036,NY,Staten Island,Movements,Rise and Resist Meeting,Rise and Resist,1,40.5834,-74.1496,476143,https://www.meetup.com/rise-and-resist/events/275876132,NY,Brooklyn,320 West 37th Street,https://www.google.com/maps/search/?api=1&query=320+West+37th+Street%2C+Brooklyn%2C+ny%2C+10018%2C+us,40.6501038,-73.9495823
1037,NY,Staten Island,Movements,"Volunteer with 10,000 PB&Js",Volunteer NYC,2,40.5834,-74.1496,476143,https://www.meetup.com/volunteernyc/events/275837257,NY,New York,32nd Street and 7th Avenue,https://www.google.com/maps/search/?api=1&query=32nd+Street+and+7th+Avenue%2C+New+York%2C+NY%2C+10001%2C+us,40.7127281,-74.0060152
1038,NY,Staten Island,Movements,An-Cap After Work,New York Anarcho-Capitalist Meetup,1,40.5834,-74.1496,476143,https://www.meetup.com/nycancap/events/275897559,NY,New York,10 West 33rd Street,https://www.google.com/maps/search/?api=1&query=10+West+33rd+Street%2C+New+York%2C+NY%2C+us,40.7127281,-74.0060152
1039,NY,Staten Island,Movements,thelovemaze.com Singles Wine and Love Sunday @ Brookfield Place,Singles by Neighborhood-,1,40.5834,-74.1496,476143,https://www.meetup.com/Singles-by-Neighborhood/events/275830612,NY,New York,230 Vesey St,https://www.google.com/maps/search/?api=1&query=40.712715%2C-74.015280,40.7127281,-74.0060152
1040,NY,Staten Island,Movements,Unforgotten in Brooklyn,The Neighbors,0,40.5834,-74.1496,476143,https://www.meetup.com/The-Neighbors/events/275833828,NY,Brooklyn,105 Montrose Ave ,https://www.google.com/maps/search/?api=1&query=105+Montrose+Ave+%2C+Brooklyn%2C+NY%2C+us,40.6501038,-73.9495823
1043,NY,Staten Island,LGBTQ,Black Lotus Project: A Virtual Gathering of Black Bisexual+ Men,NYC Tri-State Area Bisexual+ SGL Queer & Questioning Meetup,6,40.5834,-74.1496,476143,https://www.meetup.com/bisexual-nyc/events/275652731,NY,New York,Virtual Online Meeting,https://www.google.com/maps/search/?api=1&query=Virtual+Online+Meeting%2C+New+York%2C+ny%2C+10001%2C+us,40.7127281,-74.0060152
1045,NY,Staten Island,LGBTQ,Pride Bowling Night,Staten Island LGBTQ Pride Bowling Meetup,1,40.5834,-74.1496,476143,https://www.meetup.com/Staten-Island-LGBTQ-Pride-Bowling-Meetup/events/275337667,NY,Staten Island,1600 Hylan Boulevard,https://www.google.com/maps/search/?api=1&query=1600+Hylan+Boulevard%2C+Staten+Island%2C+NY%2C+us,40.5834557,-74.1496048
1046,NY,Staten Island,LGBTQ,"Book to be discussed:  ""Swimming in the Dark"" by Tomasz Jedrowski",NYC Gay Guys' Book Club,16,40.5834,-74.1496,476143,https://www.meetup.com/NYC-Gay-Guys-Book-Club/events/268036229,NY,Manhattan,425 Avenue of the Americas (Sixth Avenue and 10th Street,https://www.google.com/maps/search/?api=1&query=40.734240%2C-73.999084,40.7896239,-73.9598939
1047,NY,Staten Island,Film,Steele Wool by Frank A. Cappello,Oddball Cinema,1,40.5834,-74.1496,476143,https://www.meetup.com/Oddball-Cinema/events/275407602,NY,New York,433 E 6th St,https://www.google.com/maps/search/?api=1&query=40.725964%2C-73.984620,40.7127281,-74.0060152
1050,NY,Staten Island,Dance,Cuban Salsa & Rueda de Casino Classes!,Cuban Salsa New York,8,40.5834,-74.1496,476143,https://www.meetup.com/Cuban-Salsa-New-York/events/275841136,NY,New York,25 W 31st street,https://www.google.com/maps/search/?api=1&query=40.747334%2C-73.987251,40.7127281,-74.0060152
1051,NY,Staten Island,Dance,ONLINE - Dirty South Twerkout,Cumbe,1,40.5834,-74.1496,476143,https://www.meetup.com/Cumbe-Center-for-African-and-Diaspora-Dance/events/275920993,NY,Brooklyn,1368 Fulton St,https://www.google.com/maps/search/?api=1&query=40.680050%2C-73.945633,40.6501038,-73.9495823
1052,NY,Staten Island,Dance,FUNdamentals of Foxtrot/Cha Cha - All Levels Welcome,"Jersey City Dancing - Ballroom, Latin, Swing, Tango & More!",1,40.5834,-74.1496,476143,https://www.meetup.com/jerseycityballroom/events/275920985,NJ,Jersey City,"189 Brunswick St, 3rd Floor",https://www.google.com/maps/search/?api=1&query=40.726357%2C-74.050415,40.7281575,-74.0776417
1053,NY,Staten Island,Dance,"Milonga Para Todos every Tuesday 6pm -12am, Free Tango Lesson with Jon- on pause",Tango Date NYC,1,40.5834,-74.1496,476143,https://www.meetup.com/Tango-Date-NYC/events/275873967,NY,New York,109 E 9th St,https://www.google.com/maps/search/?api=1&query=40.730453%2C-73.989944,40.7127281,-74.0060152
1054,NY,Staten Island,Dance,Basic Bellydance Technique & Choreography,NYC Bellydance Meetup!,1,40.5834,-74.1496,476143,https://www.meetup.com/NYCBellydancers/events/275831969,NY,New York,265 W 37th St,https://www.google.com/maps/search/?api=1&query=40.753696%2C-73.991020,40.7127281,-74.0060152
1055,NY,Staten Island,Dance,Lady Styling ! ,Sensual Bachata in New York (Sensual Movement),1,40.5834,-74.1496,476143,https://www.meetup.com/Sensual-Bachata-in-New-York-Sensual-Movement/events/275896782,NY,New York,520 8th Ave 16th Fl 10018,https://www.google.com/maps/search/?api=1&query=40.753647%2C-73.991936,40.7127281,-74.0060152
1056,NY,Staten Island,Dance,Tango and Date for Couples,NYC Tango & Date,1,40.5834,-74.1496,476143,https://www.meetup.com/NYC-Date-Nights-Out/events/275854193,NY,New York,500 8th ave 3rd fl,https://www.google.com/maps/search/?api=1&query=500+8th+ave+3rd+fl%2C+New+York%2C+ny%2C+10018%2C+us,40.7127281,-74.0060152
1057,NY,Syracuse,Learning,Orange Orators Toastmasters Weekly Meeting - Online,Syracuse University Area Toastmasters - Online!,1,43.0409,-76.1438,404223,https://www.meetup.com/Syracuse-University-Area-Orange-Orators-Toastmasters/events/275867707,NY,Syracuse,"Online! previously in Hillyer Room, BIrd Library 222 Waverly Ave",https://www.google.com/maps/search/?api=1&query=43.039909%2C-76.132538,43.0481221,-76.1474244
1058,NY,Syracuse,Food & Drink,Tacos & Trivia,CNY Craft Beer Society,1,43.0409,-76.1438,404223,https://www.meetup.com/cnycraftbeersociety/events/275897397,NY,Syracuse,881 Van Rensselaer St,https://www.google.com/maps/search/?api=1&query=Buried+Acorn+Brewing+Company%2C+881+Van+Rensselaer+St%2C+Syracuse%2C+NY%2C+13204%2C+us&query_place_id=ChIJUTtvv9Tz2YkRhneTbRT-1mk,43.0481221,-76.1474244
1059,NY,Syracuse,Social,New Year's Party... 2021,Explore Syracuse,6,43.0409,-76.1438,404223,https://www.meetup.com/explore-syracuse/events/275496665,NY,Syracuse,415 S. Clinton St,https://www.google.com/maps/search/?api=1&query=43.047570%2C-76.153400,43.0481221,-76.1474244
1060,NY,Syracuse,Social,Craft Beer Meet and Greet: The Evergreen,Salt City Collective,1,43.0409,-76.1438,404223,https://www.meetup.com/Salt-City-Collective/events/275855838,NY,Syracuse,125 East Water Street,https://www.google.com/maps/search/?api=1&query=43.050720%2C-76.151253,43.0481221,-76.1474244
1061,NY,Syracuse,Career & Business,Toastmasters Good Morning Syracuse Weekly Rendezvous - NOW ONLINE!,Good Morning Syracuse Toastmasters Meetup,4,43.0409,-76.1438,404223,https://www.meetup.com/Good-Morning-Syracuse-Toastmasters-Meetup/events/275885064,NY,Syracuse,235 Harrison Street,https://www.google.com/maps/search/?api=1&query=43.044697%2C-76.149933,43.0481221,-76.1474244
1062,NY,Syracuse,Career & Business,Destination Writing,Meetups @ Coworking spaces in Syracuse,2,43.0409,-76.1438,404223,https://www.meetup.com/SyracuseCoWorks/events/275895007,NY,Syracuse,TBD,https://www.google.com/maps/search/?api=1&query=TBD%2C+Syracuse%2C+NY%2C+us,43.0481221,-76.1474244
1063,NY,Poughkeepsie,Outdoors & Adventure,Weekend Rock Climbing Partnering and Carpooling Gunks/Daks/West Point/NE,Rock & Ice,1,41.6949,-73.921,394760,https://www.meetup.com/Rock-n-Ice/events/275823610,NY,New Paltz,44 Main St,https://www.google.com/maps/search/?api=1&query=44+Main+St%2C+New+Paltz%2C+NY%2C+12561%2C+us,41.7464972,-74.0844894
1064,NY,Poughkeepsie,Family,New Family Workshop,Hudson Valley Due Date Club,1,41.6949,-73.921,394760,https://www.meetup.com/HudsonValleyDueDateClub/events/275897107,NY,New Paltz,3 Paradies Lane,https://www.google.com/maps/search/?api=1&query=3+Paradies+Lane%2C+New+Paltz%2C+NY%2C+us,41.7464972,-74.0844894
1065,NY,Poughkeepsie,Health & Wellness,Come with comfortable clothes and flat shoes (or warm socks),Community Tai Chi,1,41.6949,-73.921,394760,https://www.meetup.com/Community-Tai-Chi-Poughkeepsie/events/275873552,NY,Poughkeepsie,485 Main St,https://www.google.com/maps/search/?api=1&query=41.701485%2C-73.919640,41.7065539,-73.9283672
1066,NY,Poughkeepsie,Beliefs, An In-Depth Look at John's Gospel,Hudson Valley Independent Catholics,1,41.6949,-73.921,394760,https://www.meetup.com/Hudson-Valley-Independent-Catholics/events/275874973,NY,Wappingers Falls,1491 U.S. 9,https://www.google.com/maps/search/?api=1&query=1491+U.S.+9%2C+Wappingers+Falls%2C+ny%2C+12590%2C+us,41.5965635,-73.9112103
1067,NY,Poughkeepsie,Arts,Hope to see you at the Virtual Arts & Community Action meet-up!,Poughkeepsie Arts and Community Action Meetup,2,41.6949,-73.921,394760,https://www.meetup.com/Poughkeepsie-Arts-Community-Action-Meetup/events/275896097,NY,Poughkeepsie,330 Main St,https://www.google.com/maps/search/?api=1&query=41.702839%2C-73.926224,41.7065539,-73.9283672
1068,NY,Poughkeepsie,Arts,GRAND CONCOURSE - County Players Theatre ,All the World's a Stage!,8,41.6949,-73.921,394760,https://www.meetup.com/AlltheWorldsAstage/events/269317627,NY,Wappingers Falls,2681 W. Main St,https://www.google.com/maps/search/?api=1&query=41.599796%2C-73.920790,41.5965635,-73.9112103
1069,NY,Poughkeepsie,Book Clubs,The Night Portrait By Laura Morelli,Pleasant Valley Book Club,3,41.6949,-73.921,394760,https://www.meetup.com/Pleasant-Valley-Book-Club/events/274851163,NY,Pleasant Valley,10100 Brookside Rd,https://www.google.com/maps/search/?api=1&query=Brookside+Meadows+Luxury+Rental+Community%2C+10100+Brookside+Rd%2C+Pleasant+Valley%2C+NY%2C+12569%2C+us&query_place_id=ChIJL-aOQnEO5okRNx5AADHld88,41.7445382,-73.8212439
1070,NY,Poughkeepsie,Career & Business,"Poughkeepsie, NY: Arlington Rotary TM, Online Meeting",Public Speaking/Leadership in NY by District 53 Toastmasters,1,41.6949,-73.921,394760,https://www.meetup.com/Public-Speaking-Leadership-in-NY-by-District-53-Toastmasters/events/275842175,NY,Poughkeepsie,3399 North Rd,https://www.google.com/maps/search/?api=1&query=41.722561%2C-73.932465,41.7065539,-73.9283672
1071,NY,Yonkers,Tech,Hack Night,ApolloMeteorNYC,3,40.9466,-73.8674,200370,https://www.meetup.com/ApolloMeteorNYC/events/275918194,NY,New York,Google Hangouts,https://www.google.com/maps/search/?api=1&query=Google+Hangouts%2C+New+York%2C+NY%2C+us,40.7127281,-74.0060152
1072,NY,Yonkers,Tech,Monday happy hour,NYC Mesh,8,40.9466,-73.8674,200370,https://www.meetup.com/nycmesh/events/275737013,NY,Online,Online,https://www.google.com/maps/search/?api=1&query=40.804291%2C-73.936401,40.6988321,-73.9946772
